jobID,PPN,volumeNo,title,volumeID,success,containsAudio,containsData,cdExtra,mixedMode,cdInteractive
de961e08-d790-11ec-99e2-0800272c26ff,155658050,1,(Bijna) alles over bestandsformaten,MY_DISC,False,False,True,False,False,False
2bc707c6-d791-11ec-aee9-0800272c26ff,155658050,1,(Bijna) alles over bestandsformaten,MY_DISC,False,False,True,False,False,False
54c5b2e5-d791-11ec-88f3-0800272c26ff,155658050,2,(Bijna) alles over bestandsformaten,MY_DISC,False,False,True,False,False,False
